name;price;weight;manufacturer;barcode
Rantintop;99824.16;6770.75;Lewis, Burke and Carroll;54076358
Driplex;36430.24;118.86;Murphy Ltd;93110662
Lamdom;58972.95;3781.35;Smith Ltd;91649485
Ran Ity;96319.16;8570.08;Phillips Inc;29865420
Zotcom;68728.92;7968.0;Valenzuela-Wheeler;27242681
Volzimfan;83179.12;9555.87;Ross Ltd;97616382
Lat Com;95204.84;8258.99;Dennis and Sons;07484605
Silverfix;52351.14;1914.51;Jordan-Harris;92379879
Lamtop;55933.23;3038.56;Hubbard, Williams and Barajas;69346750
Jaying;93527.18;8243.68;Pearson PLC;77837288
Greenfax;38700.06;6925.92;Walker-Stone;58072936
Tris-Lam;71722.48;7108.84;Barber-Mcdonald;21552052
White-Lab;22129.44;2497.69;Davenport-Wright;37181352
Ding Dom;7377.85;9578.91;Parker LLC;63671032
Damtinlight;21503.1;4808.6;Olsen-Moyer;76395413
U-dex;28721.72;4685.79;Griffith Inc;29717613
Konity;17640.53;9127.73;Terry, Carroll and Garcia;99849863
Zot Phase;67239.02;1259.66;Hansen-Nichols;59672449
Plussololax;6940.22;4791.95;Long and Sons;22211378
Lighttop;88810.23;2049.7;Carson, Wilson and Stevens;92278370
Air Ity;80737.43;2205.74;Perry Inc;47960985
Dan Fan;66530.14;886.95;Hall-Williams;65324707
Trustair;10941.59;7578.31;Day-Smith;47686014
Med Lamzap;74823.64;9859.47;Wiggins, Harris and Osborn;71362038
Alphakix;32991.87;6674.28;Chase-Valenzuela;67421237
In-Home;31949.05;9449.72;Wood-Lawson;89713037
Light Tough;46827.49;6986.45;Davis-Wagner;51181260
Openstring;55024.91;3405.98;Walker and Sons;24232548
Sol Lex;7509.11;3962.56;Peters-Prince;40812021
Homecom;33195.78;7896.81;Gonzalez and Sons;37752668
Stock Fax;41012.96;9700.16;Garcia and Sons;99837808
Zen Com;2731.82;5524.81;Webb LLC;24163507
Goldentom;55881.99;9298.48;Grimes Ltd;67054381
Quo Home;5633.76;2099.57;Shaw, Lewis and Blake;60217578
Tamp Tax;92234.05;4441.91;Nolan-Davis;72347546
Freshfix;75694.65;6441.89;Hodges, Huffman and Williams;61072282
Scottech;12979.13;4927.95;Guzman, Mccall and Bauer;04279266
Salt Sanlux;82378.77;6386.37;Adams Group;36434572
Unafix;26398.44;5355.84;Nelson Group;53442635
Xxx-dex;1065.58;6441.6;Santos-Lucas;33394855
Instring;81534.27;5415.45;Crawford-Jefferson;87379549
Lamdax;85071.76;7735.88;Adams-Williams;11056133
Sing Hold;73069.28;9956.14;Lewis, Martinez and Wright;48991810
Dongnix;5486.82;2188.94;Marsh, Cook and Brock;13860868
Zen Sontouch;55550.65;6100.92;Herring Group;59098058
Span Tinplus;7190.02;7585.96;Sloan, Compton and Peterson;40068404
Rundex;96983.23;8526.86;Perez Group;30505452
Biozap;87856.16;9543.35;Jackson-King;47076389
Donlight;46015.4;6060.37;Stone-Kelly;82779856
Gravetouch;90115.79;6602.24;Stewart, Sullivan and Heath;81319718
Vol-Plus;27987.59;1725.69;Torres PLC;59628576
Duotop;54060.68;4385.83;Carey-Smith;58604830
Golddom;79511.61;2641.54;Wiggins-Rivera;43176106
Dontax;32125.24;3657.14;Pugh-Lamb;64915647
Singtone;14767.74;5897.4;Mckay LLC;55578257
Inchtouch;92061.77;2153.14;Duran, Kennedy and Ramos;76150685
Groove Traxtom;69581.49;9647.16;Garcia-Carter;75677800
Zamjob;67339.59;504.62;Silva, Mann and Miller;81146543
Topis;32505.64;5578.86;Smith Ltd;38078897
K-sing;91381.26;4351.13;Dixon, Cox and Miller;44856434
Latron;16599.49;7363.58;Gutierrez Ltd;42232308
Zaam-Fan;28532.65;5420.82;Olsen, Palmer and Hicks;93481519
Nam Statfix;21300.99;2822.76;Benjamin, Lozano and Martinez;49072167
Tam-Top;42556.31;1307.89;Contreras, Montes and Huerta;18906158
Sum-Lex;51807.41;2790.84;Hanna, Peterson and Molina;70731934
Greenlax;31678.9;5563.15;Rivera-Anderson;58329313
Light Quocore;66973.02;7693.4;Fleming-Ross;34575840
Kan Dinfix;44735.9;6578.91;Lucas, Cox and Gonzales;20678975
Ran Strong;99778.95;4241.13;Martinez and Sons;74461622
Physeco;54759.68;8107.88;Rodriguez Ltd;77230447
Viait;76783.94;7864.83;Marshall, Chambers and Walters;37381479
Freshdax;82490.19;3888.51;Gordon, George and Summers;78021624
K-strong;71768.39;5152.98;Dominguez PLC;59947868
Ronfind;50401.32;1555.76;Jackson, Brock and Zimmerman;28685357
Softtone;24343.14;4663.9;Martin-Burns;44508241
Ding Ovelux;36462.97;8235.67;Maxwell-Williamson;25381504
Singlefix;3702.69;7127.57;Lawson LLC;13205195
Cancore;36771.92;9709.67;Howe-Fitzpatrick;84758798
Bio Is;90011.93;116.25;Davila, Palmer and Brown;06655297
Scot Fax;95438.31;6745.68;Romero Inc;59806349
Airstrong;99051.67;6334.08;Alvarez-Moreno;89771358
Reity;69756.34;279.08;Atkinson-Davis;74666997
Unokix;79590.07;2337.06;Wood-Berry;00782463
Bamcore;9556.81;3041.29;Cordova, Wilson and Ochoa;68790493
Subronhold;51519.86;8067.74;Hicks LLC;41416877
Daltfind;45300.95;5466.2;Carr Ltd;78758599
Ope-Lab;920.58;3120.47;Fowler Inc;45443282
Tinit;48252.71;9130.29;Reilly-Allen;97944027
Zuntone;62912.48;5692.22;Chavez PLC;58842195
Quotech;73380.6;285.68;Fuller LLC;13009526
Matit;29299.33;2579.42;Fowler LLC;61222564
Faxtrax;69618.15;2316.08;Collins PLC;35856009
Alpha Zuntech;32363.69;7117.31;Ramirez, Collins and Burns;43395354
Temptinsing;43806.22;3465.61;Duncan-May;04113188
Ozerrantop;19439.51;7818.17;Hall-Garcia;19100906
Qvo-Strong;15290.24;6487.89;Harmon and Sons;59657866
Zam Ronfix;11508.05;4666.92;Guerrero, Gray and Aguilar;96200681
Truefix;56799.84;5926.52;White, Huerta and Turner;04512011
Zaam Ron;95972.88;5255.06;Harris-Gregory;66360513
Trioin;10892.35;3610.76;Gibson-Austin;39806703
Traneco;30437.41;7899.7;Walls Ltd;01002140
Konk-Dax;23602.86;2852.18;Flores-Young;14892073
Redtough;86681.26;7395.68;Carlson, Griffith and Ritter;58324004
Rankfinkix;36895.01;1766.46;Valenzuela-Chase;68646400
Lotstatis;84552.47;282.31;Kelly-Bray;76377624
Blueeco;82951.65;7878.3;Rivas-Powers;19901497
Ran Core;4571.21;9282.12;Baird-Marshall;21144028
Tripplelight;12332.63;3047.68;Carlson and Sons;65960608
Over Warm;47390.21;6480.29;James-Washington;29524853
Holdsing;75436.74;3640.04;Miller, Frederick and Gordon;85672925
X-kaytrax;4776.63;6817.65;Long, Campbell and West;49546026
Med Find;13358.53;3865.04;Moore and Sons;29052264
Unofresh;8175.2;6683.37;Hicks, Moody and Flores;24224567
Sonhattough;47462.45;9962.92;Austin Ltd;71371788
Tanoveron;87821.11;601.35;Dougherty PLC;40827391
Ventotam;16048.4;5648.12;Cook-Price;53068989
Stringtech;61586.61;9064.06;Nguyen, Jones and Gibson;75415303
Zen-Dax;40245.55;8905.59;Evans LLC;13284855
Zercore;13894.52;5402.85;Evans-Hill;44163471
Sun Zumhold;70439.91;348.86;Warner, Lawson and Romero;11200390
Villazap;796.14;8942.9;Gonzalez Group;44192549
Jobstock;4454.05;7317.66;Thompson Group;43891207
Vila Hating;50184.67;1779.98;Gaines, Becker and Mitchell;08956736
Opewarm;69969.74;2419.52;Rodriguez PLC;63268294
Faxsing;30647.77;6518.29;Bell and Sons;99737481
Zathflex;55144.45;4998.12;Tran, Shah and Dillon;17198004
Truetop;40143.82;2689.92;Bonilla-Nelson;41289136
Lamtam;10472.28;190.24;Waller-Gonzales;10644539
Zummawarm;24218.34;4096.92;Rich, Adams and Oneill;20711757
Warm Flex;76248.01;7032.76;Arnold Group;58430552
Warmtantrax;4273.03;5715.07;Johnson, Burch and Cruz;76062902
Nam Sunstock;41894.77;4864.26;Scott, Elliott and Waters;20301491
Zathsaofax;69745.33;6176.6;Anderson LLC;96847060
Plussoft;16662.38;9367.15;Norton Inc;66731726
Villaqvotom;7992.04;9215.81;Garrison-Wheeler;75991791
Kon Lab;14256.36;7245.87;Phillips-Williams;71924045
Goldentone;24932.96;4310.02;Walker and Sons;74499069
Zoo-Tech;54707.17;5063.65;Jacobs-Lamb;15496188
Faxfax;7608.19;3747.65;Reed, Banks and Scott;12505685
Eco-Tone;12252.57;4721.08;Meza, Moreno and Hobbs;66524984
Hot Tois;55847.84;2568.09;Monroe LLC;48403467
Sao Traxphase;23813.5;6185.82;Stone Inc;23827523
Lexifax;44224.85;6790.84;Mcdonald-Cortez;74632718
String La;67204.7;3050.32;Torres, Prince and Mccormick;57983462
Strongreddex;3797.93;3961.74;Carr PLC;98283118
Free Tone;9603.43;2917.14;Ortiz, Sanchez and Jones;99373283
Unifresh;71103.85;8918.52;Werner, Ford and Rhodes;74176922
Zimtip;40426.64;6656.96;Sandoval, Haynes and Mills;80371052
Warmit;74147.47;9660.2;Gomez-Terry;95683447
Anfix;5263.7;6536.53;Reynolds PLC;80803973
Dentofan;34654.15;9223.36;Smith PLC;67873531
Subflex;25173.31;6754.95;Duran Inc;38586323
Tipphase;35635.22;1828.7;Le PLC;18956733
Dentocore;88945.69;5138.43;Oliver, Young and Brown;89161951
K-remsoft;91648.32;916.93;Smith-Martinez;11050407
Light Tamplus;79696.04;6121.0;Graham, Payne and Padilla;61954359
Inlight;67331.12;9901.28;Stevens PLC;27102404
Zummarandex;48685.15;1486.13;Fox Ltd;91878281
Lasanlex;36340.98;8648.87;Barber LLC;03982952
Jay Donis;60022.63;1523.8;Hernandez-Valencia;12617432
Tech Zozdax;84054.01;4689.42;Harper PLC;73313359
Holddex;42943.61;4587.86;Mason-Smith;70246698
Superfix;22380.41;9588.54;Cobb Inc;33249629
Qvocom;44887.4;8665.3;Thomas and Sons;72091319
Eco-Stock;20035.67;2941.61;Pham, Rivera and Haynes;75166526
Biosuneco;4995.33;765.26;Porter-Ross;64756882
Annix;65587.99;6432.87;Hunt, Ayala and Young;24126113
Scot Ronlax;90491.56;7293.28;Barajas-Stewart;23663183
Zumma Sing;71457.44;4965.14;Phillips, Frye and Smith;13188894
Soft-Zap;80086.64;7435.69;Soto LLC;44366476
Kay-Phase;80384.37;1277.25;Wilson LLC;59443896
Quocom;5689.8;5002.03;Coleman-Garcia;79041300
Geolab;48561.89;5636.84;Smith-Doyle;74790609
Voldax;29504.66;2337.78;Hernandez and Sons;50470143
Ranktom;38988.5;7986.43;Delacruz LLC;68413569
True-Ron;19164.97;9223.54;Acosta-Thomas;49294545
Double Tamair;78937.04;3156.42;Shaw PLC;59410225
Sil-Tough;79642.31;1843.7;Saunders, Watson and Phillips;29988839
Ecoit;4825.61;1227.08;Francis-Zhang;03959381
Toughfinlam;38944.82;3077.76;Smith-Davis;64012384
Contex;95296.79;4284.71;Smith-Shaffer;08323057
Jaylex;1157.46;5064.06;Wallace, Price and Guzman;89594650
Keyozetough;76726.83;8454.73;Pace-Butler;84371867
Strongair;65437.35;7833.52;Cervantes, Harris and Hoover;21794285
Suning;65097.0;5708.89;Lewis-Williams;72216903
Flexity;35551.06;4719.69;Gonzalez, Brock and Hendricks;57046044
K-soft;89189.01;3096.73;Adkins-Graham;38960659
Ope Sunity;29199.39;7809.09;Jackson-Rangel;42929642
Lot-Lux;29207.87;489.47;Wilson-Peterson;56906974
S-ex;12149.17;7822.47;Welch, Moore and Frye;09351608
Strong Soft;18929.38;2665.03;French-Guerra;08215581
Flexstring;18805.28;9754.02;Lopez, Lee and Adams;55780636
Conrantrax;6242.76;2799.27;Moreno, Day and Thompson;01153101
Joy-Tex;71020.23;2121.95;Anderson, Mcdonald and Wood;13926816
Fixstatfix;63915.08;5040.31;Navarro LLC;70993936
Silverstring;47532.29;9148.31;Walker and Sons;08298430
Singstring;36632.03;2371.54;Hall-Calderon;42277040
Goldlight;38851.78;3965.02;Burnett Inc;35089858
Icela;61685.55;7876.09;Schwartz-Le;92647473
Mathtam;59806.88;7373.6;Bass, Guerrero and Smith;47051867
Hot Lab;41564.77;1082.53;Powers PLC;12614912
Tampphase;16266.02;2267.94;Payne-Ellis;84616951
Softit;49926.26;6892.8;Bentley, Morales and Ortiz;00620482
Tree Quadit;53291.48;6827.37;Sanchez, Hart and Scott;37917555
Zuntex;25309.44;8263.37;Mora, Black and Johnson;52494345
Hometom;46818.33;5708.6;Johnson Group;99190200
Kintex;59421.42;8991.22;Maldonado, Morris and Paul;31576260
Year Eco;81197.39;6273.49;Campbell Group;72346112
Phys-Fax;7138.28;2040.29;Russell Ltd;91500649
Vivasiltam;69892.81;8859.36;Warren, Harris and Anderson;53162182
Dan-Air;57772.18;5518.38;Miller, Howell and White;11834250
Bioing;57604.4;7757.37;Martin, Roberts and Lopez;27425282
Flex Hotsoft;11047.12;3635.12;Ford, Young and Davis;41768044
Strongranhome;9342.28;1242.47;Singh, Patrick and Smith;46053886
Lam Sontrax;59616.71;5301.46;Carroll and Sons;85970304
Una Domlam;34859.69;8820.33;Ramirez-Harmon;18605730
Fun-Nix;91558.47;4300.31;Garcia, Valenzuela and Miller;49704358
Joycore;49495.22;5248.23;Armstrong Inc;89124109
Sao Hold;39024.72;1710.69;Brady Group;10917817
Superhome;24512.08;6685.33;Gaines, Harrison and Garcia;17986595
Keyfresh;93030.16;7047.41;Williams-Baker;53133533
U--Ing;17400.17;4938.88;Pham, Vaughan and Hernandez;92169319
Lightlab;43505.05;3127.56;Ellis and Sons;64338897
In-Core;24283.08;8826.87;Carrillo-Fischer;83935398
Lam Dom;78280.06;8163.32;Duncan, Mills and Sanders;32064537
Techjayplus;53976.18;9520.05;Hall and Sons;56105797
Tamsing;29494.63;3589.27;Garcia-Hall;91269713
Pluszoztex;22864.96;5113.29;Soto, Nolan and Bennett;33476797
Greenjob;9290.81;7572.87;Martinez, Long and Hunt;69411038
Greencof;45631.41;5078.68;May, White and Stanley;24955539
Quotetech;98103.81;5027.91;Wright Inc;99613570
Unoplus;63295.38;1753.74;Meyers Group;78339378
Quo-Fax;49226.54;8306.06;Kim-Love;60922076
Home Fix;86333.06;4976.06;Martinez-Ryan;52910074
Spanflex;97745.44;7188.15;Davis-Pruitt;93164931
Sing-Find;85425.92;7288.15;Campbell and Sons;24093828
Quad-Is;42725.01;1021.39;Romero and Sons;31504904
Trioplus;55385.47;784.25;Marshall Inc;10927748
Is Lamfresh;79885.92;3814.86;Ingram, Taylor and Roth;31558372
Ope Sailwarm;1095.83;2149.25;Schmitt, Taylor and Smith;53343925
Silver Ity;19975.89;8873.79;Davis-Roberts;52858468
Over Dox;11522.0;3299.09;Watts-Green;99363062
Lat Zap;75662.45;433.54;Carter, Henderson and West;00564762
In Fan;95920.92;570.35;Wright, Bass and Taylor;93466196
Solkix;98077.47;6699.08;Burke, Gonzalez and Parsons;28259510
Itwarm;57537.0;6509.35;Barr, Sanders and Good;47358652
Ran-Fresh;2473.92;5230.41;Romero-Shannon;20985509
Conzumtough;32283.44;5421.39;Rosales Inc;35317272
Unifintrax;82551.71;5730.97;Richardson LLC;15073082
Indigoflex;80702.96;2959.73;Stone LLC;94495959
Biostrong;33715.41;9782.99;Ward Ltd;09944947
Gravenix;69227.63;2382.34;Young LLC;32183153
Ontotax;62985.63;230.43;Montoya, Johnson and Rocha;66560074
Is-La;38748.15;1520.68;Christensen Group;06605698
Alpha-Fix;66989.54;7088.31;Taylor PLC;63371079
Temp Zootop;8053.34;1407.05;Lozano-Harris;16665361
Fundex;26215.16;7481.89;Hansen-Wilson;12844647
Medcof;77730.12;2021.17;Campbell-Rodriguez;42897323
Doncore;33332.43;3958.62;Evans PLC;61039964
Zunjayair;94549.62;5815.73;Miller and Sons;48002608
Viva-Cof;5511.75;2118.03;Lopez Group;12138661
Sumhold;30472.58;6403.99;Price, Keller and Sanchez;90144332
Zumma-Warm;91211.1;5246.99;Brown, Lamb and Simpson;31585477
Groove Saostrong;33885.51;8101.96;Bridges and Sons;16884489
Onto Matwarm;3547.49;8382.44;Knapp-Brown;41586600
Homelab;7289.5;3750.68;Gordon, Winters and Weaver;51316778
Strongtip;63283.58;4038.87;Swanson, Hernandez and Peters;39330475
Dingtouch;94552.4;7249.08;Hicks, Skinner and Lara;78704336
Green Lab;63571.37;8397.32;Nichols-Bean;33342603
Touch Core;22465.81;4696.4;Martin, Jackson and Stanley;51971519
Tonzendex;30800.48;4407.69;Smith, Farmer and Hoffman;51906153
Softsing;28657.6;3251.79;Mccormick-Aguilar;19600055
Airtouch;3686.29;9785.76;Gentry Inc;45277771
Zottouch;94206.39;1948.63;Price-Hall;21579981
Lotnix;20078.83;6279.76;Ramirez-Moreno;65519844
Green Com;68483.67;5559.13;Beck PLC;58986332
Freshjob;88194.7;7713.52;Harris, Fields and Fernandez;54451681
Aneco;40853.57;725.56;Mckenzie Inc;01605723
Span Home;15203.66;224.32;Villegas-Flowers;49458312
Dripnix;67617.95;5505.26;Rodriguez, Meyer and Harper;75546489
Zathfind;38671.9;6233.6;Anderson Inc;83601958
Flexron;5981.52;8823.24;Collins, Smith and Holmes;07177071
Via Hotron;62971.27;6865.85;Sheppard Ltd;07881398
K-touch;68072.92;7836.76;Simmons Group;20982218
Kaydamtough;26496.25;875.24;Barker-Mcintosh;62445122
Konk-It;75152.09;3480.68;Gamble-Powell;18754087
Unacof;97737.49;2080.55;Bell and Sons;78476431
Zummadomstock;26335.51;9791.8;Carr, Garcia and Willis;37556259
Zumma Tone;83561.95;610.38;Bradshaw-Hall;14276163
Run-Trax;70493.56;6630.35;Dawson, Elliott and Davis;06117955
Haycom;69911.42;1485.07;Conrad, Thomas and Murphy;45000324
Stat Dox;74893.23;238.78;Kim, Thomas and Roberts;05350094
Sanzoophase;44747.4;3281.19;Collins, Thompson and Jackson;55187299
Triotough;61963.14;1939.93;Robertson PLC;30241022
Zon Tanfan;93930.5;9988.52;Chase-Flowers;42147862
Recore;70174.04;5656.64;Hawkins LLC;19457482
Duolex;89362.25;9887.45;Caldwell, Hamilton and Pittman;63053562
Zaamhotlex;15410.81;1393.6;Blankenship, Chan and Tyler;00476041
White-La;77202.72;6600.93;Carr-Pope;69970689
Lacanphase;70932.87;5056.77;Patterson and Sons;95631912
Tam Dubsing;66146.73;9412.39;Edwards-Williams;68878726
Hot Dex;90566.35;5332.62;Mitchell-Lopez;99622510
Cantex;14603.1;586.65;Clayton, Gutierrez and Davidson;16459618
True Lax;58339.32;2388.83;Paul-Shaffer;72996041
S-lam;91865.74;3916.56;Hayes-Davis;38593239
Rank Tincom;42425.21;1087.85;Dean LLC;84086372
Drip Sonhome;57434.32;6293.94;Goodwin-Miller;45514029
Tonlight;21541.64;6360.41;Dawson, Ford and Wilkins;31984775
Plushotdax;8709.31;2628.12;Smith-Logan;14751967
Anfax;30337.08;7484.14;Luna-Henderson;19519661
Temp Ranbam;33079.32;128.49;Moyer Group;69173172
Rankin;87168.68;389.68;Blevins, Glover and Green;77462008
Spanlex;92407.5;8808.46;Wood-Smith;13952181
Red Zap;97550.95;7869.05;Figueroa and Sons;89868881
Dan La;84385.0;9316.35;Curtis, Freeman and Vazquez;00836586
Overtip;41238.59;1181.4;Parsons, Holloway and Cordova;20349615
Year Stock;73531.93;5074.13;Pratt, Graham and Dorsey;89455333
Physla;79381.5;7169.05;Rodriguez Group;45645228
Strong Eco;68741.22;8239.79;Hughes LLC;41649329
Viatam;8369.69;9895.44;Allen-Williams;66350651
Damtop;88510.85;714.25;Palmer, Anderson and Turner;70188974
Redjob;28346.21;5938.67;Hall Group;96948699
Xxx-com;70815.72;8284.58;Blankenship-Gonzalez;32375077
Zerdex;63059.03;8147.78;Pearson Group;21837760
Silver In;34843.36;4963.65;Romero-Williams;50712649
Lattex;33313.76;8890.59;Miller-Grimes;94352818
Zoom-Lex;75045.97;1581.52;Velazquez, Ellis and Lewis;10970959
Dinglam;69031.75;5146.84;Brown LLC;52614828
Fasehold;96934.02;3452.66;Richards-Yang;46802446
Treefix;63846.5;4198.16;Brown-Foster;20104542
Zaamlam;44082.93;3245.58;Barnes, Anderson and Taylor;84236685
Strong Zimin;6307.81;921.69;Fernandez, Lane and Watkins;60338099
Dongtom;33975.05;8494.27;Johnson, Campos and Randall;39604187
Strongtech;83797.83;2304.34;Hernandez-Woods;11837824
Strongfax;89240.43;8964.05;Chapman, Martinez and Vasquez;74937677
Zim Nix;49401.09;3071.74;Palmer, Mitchell and Ward;16497009
Latip;17753.98;8411.87;Clark-Williams;53587510
Geo Nimphase;61927.71;8862.84;Williams, Lin and Schmidt;24361590
Ronstrong;33358.45;7668.93;Lloyd, Bird and Santiago;83295522
Voyalex;78512.21;6862.7;Briggs Inc;03179703
Superhotfix;66400.14;5187.09;Moreno, Reed and Ramirez;50584062
Voyadox;91411.39;1039.21;Fleming Inc;86201384
Toneco;39821.76;2609.32;Alexander Inc;52050091
Villafind;49473.76;7956.95;Odonnell Group;56596489
Scotlam;95138.72;3831.48;Brown, Weber and Chaney;58424285
Ap Solobam;65274.8;3499.71;Guerra, Young and Orozco;95449845
Job-Lex;37622.54;5775.82;Garcia Ltd;44648572
Viafax;46239.98;9373.68;Walker LLC;55408158
Zath Dex;65762.39;6060.59;Moore Ltd;59639855
Goldennix;17558.0;7091.39;Vaughn Ltd;07371752
Canzoostock;75512.32;3346.14;Perez LLC;67921980
Y-ex;13418.75;1858.35;Hartman Group;75969776
Hotair;69028.51;4145.5;Valdez PLC;67979394
Tripplekayair;16658.11;3726.01;Beasley PLC;58643976
Tip Fan;30637.32;9377.56;Molina-Walker;88567761
Trantraxtam;46552.18;3285.62;Freeman-Daniels;48458962
Ecoranla;26601.82;182.73;Rogers-Harris;43329946
Geotough;98267.29;7582.44;Nguyen, Nguyen and Torres;40538044
Ventodox;90241.65;5112.7;Delacruz PLC;85895744
Goodlux;62422.42;2243.13;Lynch, Thompson and Burnett;08123640
Alpha-It;82349.2;7695.9;Martin and Sons;78445451
Mat Tax;50379.08;6625.4;Fitzgerald, Russo and Daniel;11257868
Scotlax;43875.42;5509.95;Gomez, Davis and Delacruz;68421168
Zaamtax;84271.32;3861.73;Lopez-Dunn;56026962
Zoom-Hold;24587.7;9210.97;Jones, Williams and Clark;31412728
Infresh;65263.81;9807.17;Blevins-Williams;50720798
Roning;83898.89;293.13;Hansen Inc;96089071
Zoomsoft;67213.8;859.12;Walker LLC;87644128
Stanfind;41149.49;5695.59;Compton-Best;85776029
Solcom;5269.92;4556.99;Williams, Beltran and Wallace;49991420
Dripair;92555.39;3831.59;Black-King;90280801
Xxx-runis;35810.21;5510.53;Green-Jones;77854988
Freshhome;86552.15;2784.27;Schneider-Brown;61820555
Mednimdex;8790.57;9949.21;Duran-Moyer;19009940
Rundom;18817.52;6032.09;Robles LLC;80916765
Trisstring;63432.87;2610.85;Jackson, Hughes and Phillips;00246996
Lab-Tip;84235.1;1407.68;Delgado, Griffin and Tucker;16846623
Sao-Trax;93031.73;9373.18;Cooper LLC;25395914
Soft-Warm;20351.45;8690.89;Gibson-Mcneil;60710192
Quokix;98278.52;7435.51;Massey PLC;01472035
Namzoolam;71581.71;6794.87;Fletcher and Sons;70336719
Strong In;37102.35;2701.54;Mitchell-Moore;78118577
Zimstatity;24386.0;5852.73;Johnson Ltd;40520513
Singledonkix;70063.56;295.05;Clements-King;21171192
Sum Fix;53875.78;7736.87;Turner-Osborne;31317146
Truekix;42250.65;2349.21;Hall Group;46825124
Gravefix;75448.23;3633.35;Wallace Group;04498650
Blue-Soft;51888.33;7215.37;Jenkins-Willis;28219835
S-phase;85206.48;664.73;Jones, Patterson and Jenkins;72569900
Dong Keytax;6455.98;7973.57;Smith-Schmidt;13221652
Finphase;29571.4;5177.2;Bauer-Brown;07210327
Uno Is;99616.47;8431.1;Jackson, Ellison and Wallace;28165590
Sum Tip;25057.03;4851.71;Brown-Barr;84794987
Ittex;77056.96;8277.8;Gould-Archer;26171425
K-matsing;52975.68;549.13;Solis, Washington and Turner;77933201
Quadcom;35130.03;8633.39;Golden and Sons;94381658
Jobity;68035.45;9156.65;Alexander-Harris;90680649
Biokix;88577.68;5435.21;Rowe Inc;86372497
Hotwarm;91165.15;2504.96;Riley and Sons;89061077
K-is;50876.12;8224.48;Burgess, Jensen and Morales;13990985
Ran Strong;10989.23;465.86;King and Sons;27527085
Lexi-Dox;10916.35;6682.89;Hawkins-Horne;51369156
Kin Quowarm;92094.39;8628.64;Bowman and Sons;15667816
Dalt-Warm;11668.65;3257.5;Morris-Patterson;67534593
Eco-Bam;43354.46;2932.53;Avila Inc;04291589
Trippletough;92881.94;7171.34;Dominguez, Peterson and Bryant;80631828
Over-Fan;25436.54;7748.49;Stephenson-Martin;36678242
Zimcom;68638.34;8258.93;Johnson, King and Jenkins;65189290
Refax;44820.99;1044.33;Valdez-Shah;83410543
Tiptax;53380.84;5752.5;Strong-Mendoza;11614197
Freshtex;47169.1;8403.8;Dorsey-Montoya;31265706
K-lax;49717.31;9408.66;Robertson, Griffith and Johnson;55219983
Ventostring;74522.87;1607.6;Scott, Williams and Gregory;16715769
Jayzamlax;60813.42;8563.59;Hansen PLC;40327914
Gravestrong;90889.1;1625.56;Weiss-Montes;19262840
Sanit;29181.52;7758.73;Simpson-Welch;39093110
Zim Ranbam;6186.24;9973.03;Willis, Spears and Wells;65225813
Infix;20077.6;9443.31;Gutierrez Inc;03230565
Alphastock;97900.73;668.25;Bennett, Bullock and Campbell;75820404
Blacklex;9256.84;3059.61;Anderson, Rodriguez and Clark;58181904
Opein;69412.44;9509.95;Martin-Orr;87500905
Stockity;72471.7;2888.44;Reed LLC;07080029
Ran Tam;72659.85;8959.61;Fields-Rivera;71555164
Alpha Namron;16597.39;8179.82;Arnold Group;12063369
Sanfix;87772.67;1111.62;Howard-Baker;69166716
Geotax;41745.54;9562.3;Kerr, Martin and Knight;04159070
Tree-Tone;25929.69;2933.26;Mcgee and Sons;44596033
Reity;98590.07;7873.88;Alvarado-Garcia;07944901
Faxwarm;84853.42;1669.38;Christensen Inc;05380749
Subeco;76861.12;6336.3;Miller-Bennett;54167582
Overbam;49088.77;932.97;Donovan PLC;79638883
Meddex;3991.73;9457.77;Barron-Diaz;29604456
Singleron;88588.17;9850.21;Edwards-Rivera;18342567
Warm-Trax;29835.11;2935.75;Gonzalez-Rivers;48837125
Inch-Warm;96798.59;107.03;Palmer, Adkins and Brown;55648325
Labtough;1956.36;5251.83;Bell Ltd;61700468
Freshcof;82334.33;4081.35;English, Velez and Robbins;75226015
Opetop;32854.46;9560.23;Kennedy LLC;06139407
Nam Zuntough;44520.44;3664.88;Graham Ltd;44278953
Lot Strong;86025.03;2335.44;Delacruz LLC;31014588
Itjob;97123.68;7335.91;Farley Ltd;39802330
Warmdox;72942.48;6301.26;Bradley-Hall;12871377
Strongit;54831.75;9949.95;Ortiz-Owens;80575276
String Light;45562.09;2961.69;Munoz, Dickson and Jennings;65647615
Freewarm;67488.33;1307.42;Arias-Johnson;78428782
Freetex;23854.85;9052.78;Thomas-Collins;06506216
Alphais;71790.6;2087.38;Rhodes, Harrison and Rhodes;60495242
Dingdom;57191.45;866.85;Collins, Nelson and Rowe;95603704
True Tanlex;67016.36;3880.6;Miller-Hoover;82001070
Tresin;71143.58;8217.45;Kane LLC;07416033
Redflex;20346.17;2187.08;Alvarado, Anderson and Hall;01633740
Kan-Tone;53702.82;1963.84;Welch and Sons;33974590
Zaamwarm;69855.59;8295.26;Jones-Martinez;25627251
Stanphase;5162.23;4183.08;Martin-Downs;74002634
Openlab;39452.35;7336.63;Murphy, Turner and Olson;48076524
Techjob;83790.3;3676.49;Riley Inc;64328973
Zone-Tom;59012.77;7457.98;Oliver-White;21265815
