product_id;material_id;material_yield;disassembly_complexity
489;9;3718.91;5
490;7;8275.567;10
490;25;1081.425;6
490;8;4066.407;2
490;13;4420.15;1
491;34;7080.439;1
491;35;136.515;7
491;54;3025.779;8
491;3;8050.326;6
492;41;6440.266;8
493;59;6440.484;6
493;31;7251.122;9
494;21;3790.227;0
494;8;1057.504;10
495;26;9195.325;2
496;8;5253.755;5
496;22;3294.898;3
496;2;1316.028;7
496;65;5631.597;10
497;54;8470.89;1
497;49;7801.099;10
498;48;3918.867;3
498;9;5697.834;9
498;1;3217.179;0
498;16;8828.19;10
499;59;8181.155;8
499;10;8176.793;5
499;40;7284.077;1
499;66;1396.223;9
500;48;1096.811;2
500;72;830.109;9
500;59;244.932;4
501;53;1781.341;5
501;72;8324.229;2
502;12;7746.659;0
502;64;5728.915;6
503;22;2213.952;0
503;67;933.235;3
504;39;7773.151;2
505;12;4702.345;8
505;67;3925.064;6
505;9;6411.405;8
505;69;88.451;5
506;40;4302.711;0
507;55;9856.539;9
507;26;9557.835;8
507;16;2022.778;1
507;14;810.307;10
508;35;602.382;0
509;44;58.159;4
509;7;7614.259;5
510;29;5723.347;1
510;62;4562.308;3
511;21;1703.834;4
511;49;5280.658;9
512;57;4773.241;9
512;71;3853.103;8
512;42;4462.919;1
512;55;1391.965;0
513;53;362.48;8
513;56;2210.618;0
513;69;2565.273;0
514;23;6792.786;5
514;18;3031.116;3
514;31;6770.512;10
514;5;4305.519;6
515;34;8547.457;7
516;48;7839.647;6
516;9;9517.361;0
516;71;7845.895;7
517;51;2370.179;10
517;21;2593.528;4
518;21;159.84;6
518;59;3606.444;7
518;51;2670.593;10
518;40;8419.184;3
519;23;4225.493;2
520;2;9940.952;10
520;54;5420.682;5
521;63;8281.363;8
521;15;6378.121;4
521;50;4961.847;8
522;3;4988.262;7
522;61;4283.978;0
522;60;2337.646;0
522;64;9474.201;10
523;71;4063.503;6
524;27;2433.14;4
525;12;2368.506;7
525;28;1584.311;6
526;35;4949.275;6
527;33;3472.874;10
527;67;864.09;2
527;54;3648.053;1
527;65;5560.595;6
528;43;8967.615;1
528;23;2658.503;3
528;63;4388.562;9
529;66;1709.14;6
529;44;4139.642;1
529;11;8070.816;2
529;57;7765.965;1
530;54;190.623;5
530;58;3144.153;0
531;57;39.25;3
531;69;2748.425;9
531;58;854.164;9
531;12;8060.933;1
532;15;6489.167;3
533;8;6472.645;6
533;57;1583.644;0
534;50;460.367;4
535;28;4827.565;9
535;35;2022.164;7
536;10;6005.909;6
536;61;6208.611;0
537;64;123.209;1
537;9;724.406;0
537;20;7437.463;6
537;32;4757.692;0
538;25;6534.283;5
538;58;2378.76;6
538;48;7434.191;3
538;70;2163.343;6
539;23;9966.1;1
539;61;8515.453;7
539;72;5051.852;2
540;22;2524.8;1
540;26;7286.08;7
540;11;9808.909;10
541;52;2551.78;2
542;34;5755.759;2
542;53;7322.521;10
543;26;9568.471;8
544;9;3189.417;5
544;31;8861.716;1
544;68;6755.004;1
545;54;189.299;1
545;6;4405.411;7
545;65;4130.971;10
545;49;2478.833;4
546;43;2922.222;4
547;52;2875.934;4
547;3;9961.305;5
547;41;3636.397;8
547;59;2613.257;0
548;31;4417.6;5
548;48;2438.548;8
548;58;2756.192;8
548;29;7943.751;8
549;13;5586.366;3
549;52;3662.646;9
549;46;4027.295;8
550;71;1697.696;0
550;40;113.215;7
551;38;8214.893;10
551;10;9444.529;1
551;20;7785.571;1
551;41;9342.668;7
552;16;8663.948;1
553;72;8204.301;5
553;24;4585.785;2
554;63;4381.837;5
554;32;6636.86;9
554;16;3579.707;7
555;67;9633.669;4
555;15;6464.431;6
555;14;3311.685;10
555;5;23.858;2
556;18;4304.993;1
557;50;7191.218;7
557;11;9268.529;10
558;24;5752.798;0
558;44;7455.176;1
558;32;8132.333;10
559;20;3785.791;10
559;48;5538.284;10
559;7;8022.635;10
560;47;1959.35;2
560;64;3997.473;3
560;56;2058.601;8
560;42;7022.483;10
561;7;652.097;0
561;31;7041.578;5
562;33;5638.643;9
562;21;5289.908;10
562;17;6938.626;1
563;11;9429.069;8
564;51;2242.018;10
564;20;6922.765;10
564;59;7042.778;6
564;36;9520.824;10
565;47;2936.61;6
565;40;902.228;2
565;48;5788.116;3
566;42;1356.692;4
566;55;2389.872;10
566;30;1209.69;4
567;42;9948.429;9
567;12;9974.805;8
567;34;6338.296;3
568;8;9625.66;5
568;33;4405.098;7
568;30;5162.911;8
569;1;4022.377;1
570;11;9982.51;10
570;59;7890.876;0
570;3;3543.83;5
570;53;3760.002;1
571;54;9886.559;10
571;42;601.334;3
571;57;4363.86;9
572;14;7571.588;0
572;34;3862.996;8
572;46;3795.201;4
572;61;7891.604;1
573;16;7850.923;5
574;65;9039.514;3
574;38;3719.004;1
574;2;9852.328;4
575;14;579.332;1
575;67;7158.127;9
575;24;9164.071;9
575;7;6922.474;9
576;27;6897.171;5
576;54;7498.161;2
577;25;7841.648;0
577;44;5392.137;0
577;66;9036.088;9
578;5;5506.673;0
578;54;2017.524;3
578;20;5484.322;4
579;10;6597.429;4
579;62;6474.478;0
580;28;7551.184;1
580;61;4292.98;1
580;8;8165.952;2
581;47;2392.376;2
581;14;9332.788;5
581;56;5000.04;6
581;63;8699.203;2
582;5;4953.509;9
583;41;6590.984;6
583;49;9094.88;2
584;3;4738.657;2
585;1;1714.75;3
586;9;5173.908;8
587;60;6858.643;10
587;44;2303.579;6
587;18;7468.87;8
587;59;8829.699;1
588;68;3243.468;6
588;36;2018.81;2
588;3;519.675;5
588;21;7363.436;4
589;16;9624.461;3
589;57;3625.319;8
590;51;6666.618;3
590;65;1916.685;4
590;49;6346.269;1
590;23;2957.913;9
591;3;4558.096;9
591;45;1759.764;5
591;9;4979.772;0
592;34;2603.217;10
592;35;1317.071;1
592;66;4432.672;8
593;47;6857.894;8
593;34;2742.899;5
593;26;5716.901;0
593;50;3099.642;5
594;27;4613.893;8
594;9;8913.326;10
595;4;8354.062;8
595;21;993.853;10
596;58;1948.724;5
596;51;9688.361;10
596;45;188.684;2
597;50;3772.125;5
598;5;1121.45;1
598;38;3458.066;1
598;68;2681.427;7
599;60;5187.072;1
600;1;3028.941;3
601;21;1969.905;9
601;31;7499.218;9
601;51;3018.166;8
602;34;6185.629;10
603;12;9150.413;6
603;56;3600.449;3
603;58;7645.289;5
604;53;873.291;0
604;69;661.496;5
604;68;2082.15;1
604;42;2116.99;2
605;20;542.378;5
605;9;1113.71;7
605;59;3284.045;10
605;24;5074.917;1
606;28;1798.749;2
606;3;3263.623;1
606;29;6517.34;7
606;68;7815.548;4
607;63;5748.726;7
607;35;714.402;9
608;36;2152.085;4
609;34;6945.116;6
610;70;9761.063;10
610;22;7891.847;3
610;41;8310.496;8
610;12;398.649;9
611;25;3909.009;3
611;68;2992.408;4
611;71;2978.654;6
612;42;1310.312;8
612;72;8088.776;0
612;45;7752.566;2
613;14;4429.626;3
614;38;3639.735;0
614;4;7391.565;6
615;16;2289.339;5
615;68;6781.103;3
616;1;4874.156;2
617;51;8264.48;10
617;63;8117.298;3
618;1;5188.297;1
618;15;4535.666;10
618;66;9463.163;2
619;71;3195.996;2
619;47;6798.274;6
619;63;1455.94;9
620;20;4841.707;0
620;65;4739.846;0
621;32;3124.74;4
621;52;4759.548;3
621;7;6763.465;0
621;8;8584.205;9
622;57;912.053;5
622;39;6167.553;4
623;19;8557.544;9
624;24;4980.02;5
625;3;9981.793;9
625;72;1785.509;9
625;1;645.867;7
626;44;179.625;5
626;38;7618.524;8
626;16;9026.042;10
627;50;4045.679;7
628;7;3461.626;1
628;61;8681.164;6
629;63;6210.287;10
629;10;5927.692;8
630;69;2140.603;9
630;18;5658.033;8
630;11;5012.639;2
631;16;3787.494;8
631;28;8897.519;6
631;56;101.768;8
632;15;9459.535;8
632;11;4782.738;6
632;12;4530.383;2
632;30;4459.407;1
633;65;5476.615;4
634;1;3282.85;6
635;69;9351.54;3
635;5;7351.005;5
636;1;9803.225;10
636;2;4762.484;7
636;72;6796.9;10
636;58;6343.133;0
637;43;4758.621;9
637;36;905.684;1
637;38;3026.619;8
637;69;2940.333;7
638;34;1438.971;2
639;25;9384.043;2
639;18;7787.034;8
639;50;2355.494;3
640;60;8170.561;8
640;72;1897.159;0
640;68;9290.006;10
641;64;4800.833;4
642;30;530.295;5
643;61;6505.748;8
644;25;9192.14;6
644;66;8727.809;1
645;54;2900.278;3
645;7;3457.9;4
646;22;5152.156;8
646;50;5848.528;4
646;21;4056.389;1
647;14;8391.267;2
647;70;3553.934;9
648;41;5722.551;8
649;13;5306.437;1
649;32;6835.85;1
650;11;2527.073;0
650;3;6775.333;2
651;50;9934.145;1
651;27;1199.801;1
651;58;2316.498;8
651;63;8032.031;3
652;5;8570.736;7
653;52;19.919;3
653;53;3827.379;7
653;27;5577.03;6
654;62;7109.301;9
655;72;7390.677;5
655;7;5080.174;7
656;34;1289.345;8
656;24;1518.636;8
656;28;6314.553;10
656;56;3731.37;5
657;1;6469.89;1
657;62;8408.91;3
657;52;3018.397;8
657;30;6404.448;2
658;50;3747.729;3
658;66;2125.49;0
659;44;6569.402;10
659;4;6615.769;0
660;56;4845.753;6
660;44;6591.997;1
661;52;9019.243;9
661;23;2832.328;2
661;14;375.489;8
662;1;1431.284;7
663;40;1310.692;0
663;62;9894.206;9
664;44;8227.323;10
664;6;5300.774;7
665;38;2385.811;10
666;60;2218.787;0
667;11;1775.346;4
667;45;4753.812;10
667;6;6823.166;9
668;44;5463.753;7
668;17;9800.691;2
668;52;5239.692;4
669;63;7180.572;9
669;64;363.367;3
670;12;2798.969;1
670;21;5213.41;8
670;40;5068.866;2
670;51;2479.948;2
671;35;3028.427;6
672;43;5758.41;10
673;59;6279.115;10
673;13;5457.065;8
673;58;4486.59;2
674;38;2768.495;4
675;21;3305.351;2
676;34;7349.368;1
676;71;3313.778;1
676;6;4282.451;1
677;1;1050.413;9
677;20;9864.237;3
677;55;767.519;6
677;63;1478.742;3
678;71;790.8;1
679;55;9882.702;2
679;69;9191.175;3
679;30;3197.433;0
679;28;1730.425;7
680;34;7032.559;0
681;34;1082.302;4
681;54;4589.309;4
681;28;6400.266;3
682;43;1918.853;5
683;31;5043.396;4
683;27;7593.45;4
684;68;3244.785;3
684;49;6524.551;5
685;36;2914.168;9
685;54;9607.428;6
685;62;9463.439;10
686;4;6642.804;7
687;4;9675.601;9
687;48;1740.547;6
688;9;4099.078;8
689;29;1206.191;6
689;41;5501.7;8
689;55;8763.253;4
689;26;1746.047;2
690;37;6185.912;5
690;11;3095.744;2
690;70;1327.994;9
690;42;291.997;4
691;54;1404.98;1
691;18;4726.52;5
692;66;6506.231;6
692;63;2023.581;0
692;12;5709.237;9
693;14;8386.845;9
693;40;2609.801;3
693;53;5766.945;5
693;5;1386.287;5
694;63;3948.476;10
695;67;1114.916;10
696;28;1088.71;6
696;15;3360.289;6
696;45;3561.111;2
697;19;1963.682;7
697;16;9172.066;0
697;43;3156.154;7
698;64;8663.221;10
698;27;9180.915;4
698;65;4440.524;10
698;4;2283.548;1
699;14;5711.901;8
699;70;8205.47;2
700;68;4130.011;10
701;24;2361.577;9
701;32;2885.597;10
701;25;8135.477;3
702;30;5130.112;2
702;44;9831.965;4
702;9;8470.892;5
703;72;9207.597;9
704;45;2700.3;8
704;35;2812.724;7
704;51;4318.072;2
705;46;287.052;1
705;39;3996.812;1
705;34;6136.129;8
706;68;7991.148;7
706;52;9089.879;4
707;30;4278.019;5
708;64;9046.795;2
708;72;7362.271;1
708;25;3900.273;7
708;62;51.032;8
709;61;5442.767;9
710;4;6993.499;6
711;48;967.048;2
711;17;6553.039;2
711;14;6700.328;2
711;37;6748.27;10
712;67;6553.479;1
712;6;6262.85;2
713;70;5746.692;1
713;53;443.172;9
714;14;7830.544;6
714;45;772.663;9
715;71;7775.768;0
715;31;2581.27;2
715;22;4024.0;9
716;45;6556.315;3
716;9;386.202;9
716;13;9403.987;10
717;72;4974.892;5
718;39;163.119;3
718;55;3531.093;9
718;52;9883.239;4
719;35;9380.471;9
719;11;5904.703;10
719;64;1370.974;10
720;8;7196.002;10
720;57;9672.915;5
721;23;2936.364;2
721;58;558.439;9
721;25;8956.777;5
721;61;8942.187;2
722;70;9276.744;10
723;17;7790.322;4
723;53;7505.723;0
724;52;6012.357;0
724;15;7936.591;8
725;23;688.152;10
725;57;3172.904;7
725;7;3727.374;4
726;55;1882.289;2
726;63;1578.669;0
726;28;4596.505;2
727;47;4841.549;3
728;56;4973.582;4
729;58;8347.18;7
729;39;2192.637;8
729;72;7331.633;6
729;61;6869.496;2
730;42;2888.096;5
730;40;1821.318;2
731;31;221.631;10
731;52;1051.687;8
732;6;2196.245;0
732;14;4121.738;0
732;30;4147.402;2
732;35;5512.767;9
733;11;5106.889;9
733;17;4390.211;4
734;70;7547.029;10
734;41;2414.948;6
735;21;6790.222;8
736;46;340.095;9
737;6;3600.392;4
737;12;8432.887;5
737;39;547.307;8
737;55;2786.65;3
738;43;5003.369;7
738;9;1195.113;8
738;35;2012.058;9
738;4;9921.969;0
739;23;5669.41;3
739;20;3473.762;10
739;6;1954.999;4
740;49;6398.555;7
741;14;4523.683;4
741;1;8896.959;4
742;22;4822.815;7
743;18;5269.344;1
744;32;8158.423;5
745;15;8822.159;1
745;35;3915.491;10
745;72;8580.041;9
746;26;3797.269;4
746;47;6110.101;0
746;36;570.779;3
746;5;4752.679;0
747;45;327.786;3
747;57;402.449;3
747;54;6940.062;9
747;37;2120.264;0
748;33;1479.386;1
748;14;6399.935;2
748;50;9459.088;7
749;6;4952.054;1
749;18;7603.641;10
749;3;3903.351;6
750;67;1437.797;6
751;14;5373.094;10
751;25;9316.645;2
752;55;3669.315;2
752;64;9931.93;9
752;44;7288.188;4
753;21;1215.299;7
753;40;7511.636;9
754;21;9901.761;2
754;2;2427.111;2
754;1;4299.631;3
755;63;8123.804;7
756;71;862.562;5
757;66;423.269;10
757;20;2552.694;8
758;56;8664.095;2
759;34;1534.193;3
760;32;9929.159;7
760;20;2612.571;3
760;42;4642.516;8
761;5;3586.413;7
761;25;9230.273;5
762;46;248.714;2
763;28;9332.293;3
764;70;3654.977;10
764;50;1132.788;3
764;17;3302.782;3
764;48;9908.94;3
765;66;9785.05;0
766;25;6422.487;10
766;54;1057.891;4
767;62;633.085;9
767;27;9971.335;6
768;5;6475.821;2
768;61;2292.929;3
768;36;9433.211;5
769;8;7754.053;6
770;28;9850.87;5
770;59;4371.936;6
770;33;1496.816;9
770;61;1677.422;3
771;64;9442.093;4
771;25;6437.952;5
772;43;1325.151;1
772;58;9843.717;3
772;70;415.086;1
773;63;178.002;1
773;71;379.41;4
773;46;4864.693;0
773;35;8241.967;8
774;64;9622.456;5
774;10;8242.416;9
774;7;9001.334;2
775;3;2466.933;2
776;54;3749.49;10
777;59;2761.405;2
777;61;2192.234;5
777;16;5211.226;3
778;23;1275.924;9
778;48;5361.063;6
778;43;3443.245;3
779;4;5040.138;9
779;58;2686.514;8
780;64;9402.536;3
781;53;3482.348;3
781;61;6840.166;8
781;45;6846.003;6
782;5;4988.519;10
782;18;5765.255;8
782;10;5094.812;0
782;64;7007.002;5
783;55;1887.738;4
784;25;6521.747;1
784;13;4688.083;4
785;70;7505.221;6
785;28;9091.882;10
785;57;1857.494;8
785;37;5554.496;9
786;58;4071.623;5
786;22;4037.094;2
787;22;6826.689;3
788;32;6355.689;10
788;59;4112.751;7
789;42;3992.183;6
789;72;4125.65;5
789;61;9506.179;7
789;16;254.695;5
790;10;2565.953;6
790;19;9801.554;9
790;23;3677.234;7
791;12;4615.328;1
792;61;3693.957;5
793;66;5759.072;0
794;29;9257.12;0
794;62;7006.054;10
794;55;2375.825;5
795;3;7144.626;1
795;5;3260.344;7
795;12;3738.997;2
795;43;4562.278;10
796;47;9211.808;7
797;46;778.739;10
797;39;2279.425;6
798;49;9931.191;0
798;40;3082.246;6
799;47;3584.129;10
799;9;9108.953;6
799;53;6688.016;8
799;19;9634.566;2
800;10;9218.191;1
800;56;1027.253;5
800;11;9682.031;0
801;46;7513.248;3
801;52;6432.737;6
801;29;8050.777;2
801;71;7226.097;2
802;37;1530.655;4
802;62;1267.084;3
802;45;6891.589;1
803;5;5544.181;10
804;10;9852.599;6
804;56;6736.23;0
805;58;5009.251;4
805;2;1494.347;8
805;59;1774.166;3
805;37;53.706;3
806;18;3898.294;7
806;13;4384.613;6
806;4;1518.245;2
806;70;7950.076;7
807;55;997.17;5
807;13;1367.79;7
807;24;7992.347;1
807;4;1311.903;9
808;44;9509.198;0
808;69;1237.402;10
809;27;2357.748;7
810;62;4650.836;5
811;9;4347.966;5
811;29;4488.118;6
812;55;8132.184;10
813;46;3132.288;10
813;44;5595.78;8
813;45;6507.278;0
814;23;9098.824;10
814;27;2880.794;0
814;20;3355.683;7
815;30;8695.475;7
815;52;218.284;6
815;15;4180.095;1
815;19;4326.638;9
816;13;7698.505;1
817;42;86.825;2
817;65;6969.622;6
817;64;2521.314;8
817;17;3659.492;10
818;4;7043.625;6
818;68;9981.909;5
819;61;5577.265;3
820;25;5972.707;5
820;8;7216.979;2
820;72;219.26;3
820;18;1545.632;3
821;32;6886.442;8
822;30;1792.292;0
822;51;3722.021;10
822;35;135.536;1
822;25;3840.514;3
823;24;413.087;0
824;5;3641.329;2
824;38;4625.731;2
825;15;3550.138;7
826;46;8652.512;2
826;34;7782.559;10
826;66;6485.069;4
827;28;8397.724;3
827;63;9049.859;6
827;20;6316.084;8
828;45;4711.889;2
828;40;3472.057;9
828;44;3535.058;6
829;11;6296.472;8
829;57;6493.237;6
829;25;1298.468;5
830;5;830.249;6
831;42;8100.112;10
831;27;719.876;9
831;55;2271.81;4
832;24;4543.649;3
832;42;8012.937;4
833;61;201.964;2
834;41;3626.817;1
835;72;2845.133;9
835;60;9417.061;10
835;12;3493.379;6
836;3;4134.464;4
836;69;6475.004;3
837;14;5677.753;2
838;23;9287.959;8
838;22;466.847;1
838;60;7907.839;0
838;57;9572.593;1
839;34;6737.456;10
840;40;1604.914;10
841;7;5451.499;8
841;45;599.552;7
842;47;110.07;4
842;24;6590.837;7
842;12;5984.57;5
843;50;8999.482;8
843;25;8875.59;9
844;41;3875.562;2
844;37;3331.601;1
844;28;4800.474;0
845;45;5015.917;1
846;1;4973.068;0
846;57;486.32;8
846;17;5173.667;0
846;60;4825.527;5
847;67;1817.51;2
847;55;6718.475;1
847;15;5128.16;10
848;37;9441.319;2
848;35;7268.779;1
848;31;252.822;7
848;4;2356.857;10
849;27;619.724;3
850;46;6871.677;7
851;38;2134.997;7
851;37;8441.703;0
851;43;5017.563;3
852;24;6723.774;1
853;14;3231.305;2
853;65;3251.25;4
854;38;360.025;4
854;49;6721.382;0
855;47;3445.459;7
856;49;8457.944;7
856;41;3533.445;9
857;30;8127.17;1
858;43;791.599;1
859;55;4243.104;0
859;52;7921.504;9
860;46;552.847;9
860;26;7793.837;6
860;17;597.085;7
861;32;4134.435;2
861;8;9235.636;10
861;35;9482.091;10
862;11;9214.761;8
862;42;1351.572;1
862;63;7733.951;6
863;40;3013.205;5
863;6;165.755;2
863;11;6712.606;5
864;5;9074.336;8
864;49;3233.772;7
864;61;8674.583;10
865;62;5236.098;3
865;11;1980.091;1
866;9;7216.754;1
866;6;4752.69;5
866;2;8623.907;0
866;34;5917.595;5
867;45;2134.65;9
867;65;8963.474;2
867;7;5983.433;2
867;13;3234.724;10
868;51;9080.642;4
868;60;6581.561;9
869;60;3041.016;3
869;21;6151.654;10
870;22;1534.138;9
871;55;977.458;2
871;49;3370.001;3
871;22;9331.294;1
872;57;688.621;10
872;20;3335.917;6
873;43;9316.066;5
873;66;9535.101;7
873;62;5369.98;6
873;53;5991.605;9
874;45;6913.065;5
875;16;8918.435;6
875;7;2285.373;5
876;49;9951.902;0
876;59;4887.341;0
876;55;6033.635;6
876;67;7141.598;4
877;48;5597.263;4
877;5;1222.56;8
877;61;2971.002;1
878;36;5344.605;7
878;20;8794.23;0
878;35;4962.758;6
879;30;6140.896;10
880;72;3800.606;6
880;68;4453.249;7
880;53;8522.354;10
881;4;4965.164;4
881;32;5777.866;6
881;47;1435.534;10
881;30;430.365;4
882;40;6808.32;4
882;27;8139.61;2
882;72;3279.138;4
883;36;8424.227;9
883;5;6560.378;5
883;3;1432.325;8
884;24;493.256;2
885;35;3628.393;6
885;62;2969.127;5
885;70;1664.334;9
886;57;1946.834;0
887;10;7084.096;3
888;67;5806.319;7
888;44;9454.635;3
889;2;7105.75;0
889;15;5634.126;6
890;72;3833.026;4
890;32;90.041;10
891;59;8473.018;0
891;32;6883.858;10
891;29;1146.253;0
891;6;6089.809;3
892;26;8040.472;8
892;21;3870.953;4
892;43;8999.673;2
893;20;4000.001;6
894;50;6068.221;8
894;31;6484.357;9
894;34;447.349;4
895;22;2397.262;10
895;13;4548.538;2
895;43;3378.903;10
896;15;4430.973;2
896;10;1336.322;6
896;23;4565.51;3
896;26;8316.896;10
897;1;1699.645;2
898;26;2226.212;2
898;9;5802.431;5
899;55;3634.649;5
899;50;3682.971;1
900;40;3740.568;4
900;29;1784.151;9
901;22;6519.884;2
902;67;8765.011;0
902;17;7734.723;10
902;43;5785.736;4
903;4;2739.883;0
903;70;6201.945;1
903;22;2744.283;7
904;14;6113.719;8
904;32;4115.197;0
904;36;7359.191;8
905;70;9849.942;0
905;10;3754.839;2
905;2;9551.94;7
905;34;1418.155;8
906;63;1534.519;2
907;52;6149.612;6
907;65;8354.999;3
907;51;1194.271;5
908;1;5069.956;10
908;18;5472.894;0
909;54;2745.969;1
909;31;3716.524;1
910;35;6648.658;2
910;21;7083.586;7
911;11;1060.16;7
911;1;636.414;4
911;51;7606.646;2
911;20;8972.455;0
912;31;1901.822;1
912;47;350.625;9
912;50;4081.972;4
913;39;3349.336;6
913;49;730.294;5
913;18;1644.173;9
914;47;6979.894;1
914;34;3624.111;6
914;51;4649.613;2
914;60;7816.178;6
915;62;5302.932;10
916;10;53.052;2
916;44;8163.136;8
916;70;6766.146;5
917;26;2016.444;3
917;71;9151.168;7
918;46;3785.489;1
918;3;238.98;5
919;33;9338.514;5
919;4;9329.526;1
919;12;5818.172;8
920;43;4146.478;4
920;10;5991.501;7
920;38;1292.371;4
921;10;9763.87;10
922;26;111.923;2
922;22;9909.732;4
922;13;4949.459;5
922;23;9677.372;4
923;64;4514.687;2
923;50;4053.149;6
923;17;2938.047;4
924;54;8527.708;6
925;9;7500.532;9
925;4;6618.182;8
925;18;2239.87;5
925;48;884.943;3
926;11;8017.444;3
926;29;5064.071;6
927;70;9313.205;10
927;30;4017.095;9
927;37;4432.106;5
927;20;8295.659;1
928;5;401.473;6
928;49;2061.722;10
929;61;9446.083;1
929;34;4681.169;2
929;60;922.725;3
929;44;4361.214;6
930;27;3817.72;10
930;46;4845.632;4
931;27;5848.949;5
932;70;2285.222;5
933;28;8544.344;0
933;36;8712.513;7
933;4;3157.726;5
933;46;4238.107;10
934;38;3026.141;2
935;15;3210.163;8
935;39;6386.855;10
935;14;7424.879;9
936;50;6453.784;3
936;33;1159.791;4
936;30;1832.074;6
937;17;5617.399;8
937;25;4793.391;3
937;55;7675.051;10
938;57;4494.706;9
939;43;6925.434;9
940;35;482.897;9
940;36;2757.079;8
941;9;2011.672;10
941;48;9708.614;8
941;4;7595.153;2
942;37;584.361;4
942;70;8879.586;6
943;64;2998.247;2
944;71;457.61;0
944;19;4855.201;10
945;46;2946.043;9
945;28;4765.792;6
945;23;3402.668;2
945;2;3740.592;4
946;39;5886.218;2
946;50;1420.486;9
946;46;795.318;1
947;33;4753.915;7
947;20;5739.621;4
947;32;2720.693;8
947;43;6236.486;0
948;20;193.236;3
949;5;6120.232;10
949;62;9523.259;6
949;3;9867.012;0
950;63;5926.264;8
950;21;3883.852;8
950;52;5232.161;8
950;37;3442.797;5
951;7;1777.497;10
951;65;1675.983;2
952;60;1925.35;7
952;63;4184.168;2
953;27;8954.408;3
953;26;6514.275;7
953;28;3663.882;9
953;68;8300.54;1
954;52;1031.822;4
955;31;8282.102;8
955;20;6040.247;10
955;63;665.425;7
956;69;143.214;10
956;67;9984.701;8
956;28;6522.907;6
956;33;2267.464;2
957;64;6735.159;0
958;29;2971.924;4
958;11;160.518;5
958;38;3958.4;10
958;56;8507.997;7
959;15;5696.027;8
959;7;8577.855;4
959;53;2311.878;3
959;18;8503.699;7
960;52;6443.3;2
960;27;5031.299;2
960;65;2598.441;3
961;54;1963.827;10
962;20;4017.202;3
962;62;3978.89;4
963;69;9328.256;6
963;7;8561.448;9
964;3;1039.89;3
964;44;3579.289;5
964;55;4911.913;6
964;38;6561.474;3
965;14;3821.566;1
965;58;1897.943;8
966;11;9653.349;8
966;24;6367.472;9
966;71;5894.733;8
967;19;1750.385;2
967;16;5312.391;8
968;19;6994.529;8
968;35;8799.197;1
968;67;8894.432;7
968;57;2238.241;4
969;3;8211.196;1
969;59;7739.782;5
969;60;3654.148;2
969;12;8403.683;6
970;20;5217.87;2
970;37;2773.572;7
970;61;3602.65;7
970;48;5643.919;5
971;34;1179.56;8
971;59;9419.731;8
971;67;1043.357;0
972;53;6983.848;4
972;31;5138.332;9
973;47;9548.688;7
974;13;9337.839;10
974;60;1569.774;2
974;31;8935.11;6
975;22;4935.633;4
975;9;2384.421;9
975;32;6905.052;1
975;2;8138.48;5
976;40;4499.853;3
977;30;862.055;6
977;24;8613.339;6
978;45;3492.669;8
978;11;6631.572;0
979;61;6886.702;9
979;54;9469.638;6
979;17;5087.02;4
980;69;7005.309;5
980;51;8300.299;7
980;10;633.513;8
981;57;6708.358;2
982;32;4766.942;2
983;17;6280.099;4
983;65;9850.007;7
984;53;5632.261;7
984;19;5526.91;9
985;43;9537.05;7
985;29;8835.947;7
985;40;3244.656;5
985;61;1340.013;10
986;42;6438.995;7
986;47;4188.705;10
986;66;8650.517;3
986;8;24.02;5
987;69;8567.33;7
988;25;9704.732;0
988;28;1954.584;0
989;2;6768.897;2
990;2;2077.341;8
990;51;610.166;10
991;66;7424.344;4
991;72;1154.515;4
991;27;4920.211;0
992;65;8374.075;2
992;38;4556.625;0
992;35;3394.715;9
993;50;852.793;10
993;6;8555.067;4
993;12;7751.063;4
993;49;9269.431;2
994;48;9631.818;0
994;67;5711.152;7
995;7;4897.257;9
995;51;7904.047;9
995;61;4498.039;0
995;13;8471.887;2
996;65;2544.065;6
996;14;8363.817;2
996;9;1072.521;8
997;59;9817.552;3
998;30;8273.82;3
998;62;3669.745;0
998;36;4043.405;5
998;2;8211.34;4
999;18;7585.082;7
999;3;4432.748;5
999;9;4247.88;0
1000;15;8914.842;5
1000;40;2917.781;1
1000;11;1854.457;10
